Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE,39.16115717,-86.53485253
282475,2003,8,6,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 2ND & WOODLAWN,39.1611,-86.52353435
282793,2003,4,6,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & PARK,39.1611,-86.523994
143258,2003,10,3,Weekday,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2ND ST & EASTSIDE,39.161088,-86.512592
283276,2003,9,6,Weekend,2100,2-Car,No injury/unknown,IMPROPER PASSING,2ND ST & EASTSIDE,39.161088,-86.512592
143657,2003,3,1,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND ST & ROSE,39.16104,-86.5108
283575,2003,6,5,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND ST & ROSERS,39.161,-86.5120976
177248,2003,12,4,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND ST & COLLEGE MALL,39.16094401,-86.4980506
143395,2003,2,7,Weekend,1100,2-Car,No injury/unknown,LEFT OF CENTER,2ND & COLLMALL APTS,39.160944,-86.49969164
143462,2003,2,6,Weekday,900,3+ Cars,No injury/unknown,VIEW OBSTRUCTED,E 2ND ST,39.160944,-86.49950158
210904,2003,10,5,Weekday,2100,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND ST & WOODSCREST,39.160944,-86.5024
211607,2003,12,6,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,39.160944,-86.497696
211861,2003,11,4,Weekday,1000,1-Car,No injury/unknown,UNSAFE SPEED,E2ND ST & HIGH,39.160944,-86.508288
211869,2003,12,5,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND ST & WOODSCREST,39.160944,-86.5024
282743,2003,5,2,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2ND & COLLEGE MALL RD,39.160944,-86.497696
283128,2003,9,2,Weekday,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL RD & SECOND,39.160944,-86.497696
283129,2003,9,3,Weekday,2200,2-Car,No injury/unknown,UNSAFE BACKING,2ND ST,39.160944,-86.50192485
283298,2003,9,7,Weekend,2300,2-Car,No injury/unknown,CELL PHONE USAGE,2ND & COLLEGE MALL RD,39.160944,-86.497696
283437,2003,6,2,Weekday,800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,39.160944,-86.497696
283673,2003,6,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL RD & E 2ND,39.160944,-86.497696
283787,2003,9,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,39.160944,-86.497696
719401,2003,3,5,Weekday,800,1-Car,No injury/unknown,,2ND & S HIGH ST,39.160944,-86.508288
900095355,2003,12,2,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & HIGH ST,39.160944,-86.508288
900109289,2003,12,7,Weekend,1800,2-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,2ND ST & HIGH,39.160944,-86.508288
900109292,2003,12,7,Weekend,1800,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,2ND & HIGH ST,39.160944,-86.508288
283610,2003,10,5,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,2ND,39.1609,-86.505778
719262,2003,8,5,Weekday,1200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 2ND ST & WOODSCREST,39.1609,-86.50578202
211612,2003,10,7,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE AVE,39.16089094,-86.53485679
143624,2003,10,4,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,39.16088911,-86.49769789
211746,2003,12,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL RD,39.160886,-86.497701
283534,2003,12,5,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE MALL RD,39.160886,-86.497701
283737,2003,6,7,Weekend,2100,1-Car,No injury/unknown,UNSAFE SPEED,1ST & ROGERS,39.16087676,-86.538592
210957,2003,12,5,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,39.16073816,-86.4977031
520173,2003,11,5,Weekday,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,39.16069699,-86.49770452
282666,2003,7,7,Weekend,1600,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,ADAMS ST & BLOOMFIELD,39.160544,-86.5508
283189,2003,11,7,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE MALL,39.1604299,-86.53486416
210399,2003,12,7,Weekend,1900,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,LINGLEBACH & UNION,39.160352,-86.531072
283640,2003,6,2,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,REBOUND & S WALKER,39.160352,-86.546048
30176000,2003,1,4,Weekday,2000,3+ Cars,No injury/unknown,ROADWAY SURFACE CONDITION,LINGLEBACH & UNION,39.160352,-86.531072
900056941,2003,7,1,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LINGELBACH & UNION,39.160352,-86.531072
900126667,2003,12,2,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,2ND & WALKER,39.160352,-86.546048
210851,2003,11,5,Weekday,,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,FESS & UNIVERSITY,39.16032,-86.527136
502549,2003,8,6,Weekday,1400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BOLIN & ROCKPORT RD,39.16029613,-86.575895
719450,2003,5,6,Weekday,1200,2-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,HIGHLAND & UNIVERSITY,39.160272,-86.51749362
